Input file: knap_500.inst.dat, solution file: knap_500.sol.dat
Instances: 300, Iterations: 250, KeepBest: 30, KeepWorst: 21, Cross: 21, MutationFactor: 0.05
Gen: 0
BestSol: 4474
GenAvgPrice: 2321.8
GenAvgWeight: 87.66
GenError: 34.4373

Gen: 99
BestSol: 6612
GenAvgPrice: 3427.75
GenAvgWeight: 80.3533
GenError: 3.10668

Gen: 198
BestSol: 6794
GenAvgPrice: 3746.57
GenAvgWeight: 79.0333
GenError: 0.439625

Total best: 6794
Time: 0.062047
Error: 0.439625

Gen: 0
BestSol: 18191
GenAvgPrice: 14752.4
GenAvgWeight: 1560.5
GenError: 45.9951

Gen: 99
BestSol: 26481
GenAvgPrice: 17832.4
GenAvgWeight: 1555.31
GenError: 21.384

Gen: 198
BestSol: 28837
GenAvgPrice: 17944.6
GenAvgWeight: 1553.99
GenError: 14.3896

Total best: 29292
Time: 0.069037
Error: 13.0388

Gen: 0
BestSol: 31388
GenAvgPrice: 26109.7
GenAvgWeight: 3834.95
GenError: 40.1769

Gen: 99
BestSol: 41697
GenAvgPrice: 28200
GenAvgWeight: 3823.8
GenError: 20.5287

Gen: 198
BestSol: 43597
GenAvgPrice: 29435.7
GenAvgWeight: 3829.6
GenError: 16.9074

Total best: 43998
Time: 0.078588
Error: 16.1432

Gen: 0
BestSol: 68845
GenAvgPrice: 61583.9
GenAvgWeight: 12478.9
GenError: 44.2198

Gen: 99
BestSol: 89405
GenAvgPrice: 66233.1
GenAvgWeight: 13220.4
GenError: 27.5615

Gen: 198
BestSol: 93753
GenAvgPrice: 65250.9
GenAvgWeight: 12944.3
GenError: 24.0387

Total best: 96524
Time: 0.083465
Error: 21.7935

Gen: 0
BestSol: 67807
GenAvgPrice: 60353.3
GenAvgWeight: 12438.1
GenError: 32.3891

Gen: 99
BestSol: 79264
GenAvgPrice: 60869.5
GenAvgWeight: 11644.8
GenError: 20.9652

Gen: 198
BestSol: 81281
GenAvgPrice: 62244.2
GenAvgWeight: 11478.6
GenError: 18.954

Total best: 81854
Time: 0.084524
Error: 18.3827

Gen: 0
BestSol: 72740
GenAvgPrice: 62242.1
GenAvgWeight: 12025.6
GenError: 33.0425

Gen: 99
BestSol: 85300
GenAvgPrice: 64675.9
GenAvgWeight: 11968.2
GenError: 21.4809

Gen: 198
BestSol: 88193
GenAvgPrice: 63978.9
GenAvgWeight: 11621.6
GenError: 18.8179

Total best: 89396
Time: 0.085412
Error: 17.7105

Gen: 0
BestSol: 49666
GenAvgPrice: 45079.3
GenAvgWeight: 7972.58
GenError: 38.844

Gen: 99
BestSol: 62658
GenAvgPrice: 47114.6
GenAvgWeight: 7962.44
GenError: 22.8464

Gen: 198
BestSol: 65360
GenAvgPrice: 46970.8
GenAvgWeight: 7959.43
GenError: 19.5193

Total best: 65601
Time: 0.085623
Error: 19.2225

Gen: 0
BestSol: 53880
GenAvgPrice: 48066.9
GenAvgWeight: 9073.62
GenError: 37.034

Gen: 99
BestSol: 66431
GenAvgPrice: 51764.1
GenAvgWeight: 9040.03
GenError: 22.3665

Gen: 198
BestSol: 69497
GenAvgPrice: 52149.7
GenAvgWeight: 8962.67
GenError: 18.7835

Total best: 69497
Time: 0.092016
Error: 18.7835

Gen: 0
BestSol: 50189
GenAvgPrice: 42382.8
GenAvgWeight: 6761
GenError: 37.4319

Gen: 99
BestSol: 61341
GenAvgPrice: 45561
GenAvgWeight: 6753.94
GenError: 23.5293

Gen: 198
BestSol: 63873
GenAvgPrice: 44594.5
GenAvgWeight: 6761.99
GenError: 20.3727

Total best: 65066
Time: 0.084875
